User Name,Drivers Id,Date,Policy Number,Location,Issue,Fraud,,,,,,,
Gorden,5883324,5/7/18,5887112,Fort Mcdowell,Bike Accident,0,,,,,,,
Gussie,5882603,6/19/18,5875195,Fort Mohave,Cars Accident,0,,,,,,,
Ham,5885024,7/28/18,5882784,Fort Thomas,Bike & Car Accident,0,,,,,,,
Hazel,5880761,7/8/18,5885102,Fountain Hills,Cars Accident,0,,,,,,,
Ignatius,5884338,4/21/18,5889201,Fredonia,Cars Accident,0,,,,,,,
Joaquin,5876462,7/6/18,5867518,Gadsden,Cars Accident,0,,,,,,,
Lacey,5884656,7/13/18,5889803,Ganado,Bike & Car Accident,1,,,,,,,
Laurie,5885678,5/2/18,5874610,Gila Bend,Bike Accident,1,,,,,,,
Lilburn,5876008,5/8/18,5890265,Gilbert,Cars Accident,0,,,,,,,
Lovell,5876833,7/21/18,5887920,Glendale,Bike & Car Accident,0,,,,,,,
Lovett,5880741,5/31/18,5885976,Glendale Luke Afb,Bike Accident,0,,,,,,,
Malvin,5863961,7/24/18,5890211,Globe,Bike Accident,0,,,,,,,
Manson,5887947,6/28/18,5882549,Golden Valley,Bike & Car Accident,0,,,,,,,
Pratt,5877031,4/18/18,5886029,Goodyear,Bike & Car Accident,0,,,,,,,
Reid,5888933,7/19/18,5870110,Grand Canyon,Cars Accident,0,,,,,,,
Ruffin,5885628,7/10/18,5885676,Gray Mountain,Cars Accident,0,,,,,,,
Tomie,5889379,7/28/18,5887079,Green Valley,Cars Accident,1,,,,,,,
Vince,5880614,7/15/18,5887590,Greer,Bike Accident,1,,,,,,,
Wayland,5883339,7/2/18,5875305,Hackberry,Bike Accident,0,,,,,,,
Acey,5885174,7/18/18,5878693,Happy Jack,Cars Accident,0,,,,,,,
Alger,5882937,6/26/18,5888253,Hayden,Cars Accident,0,,,,,,,
Algernon,5882303,5/13/18,5889462,Heber,Bike & Car Accident,0,,,,,,,
Amasa,5889110,6/26/18,5881169,Hereford,Bike & Car Accident,0,,,,,,,
Amil,5868369,6/26/18,5876956,Higley,Cars Accident,0,,,,,,,
Barrett,5858389,5/15/18,5889078,Holbrook,Bike & Car Accident,0,,,,,,,
Britt,5874937,7/23/18,5888908,Hotevilla,Bike Accident,0,,,,,,,
Burns,5882994,5/8/18,5886697,Houck,Cars Accident,1,,,,,,,
Calhoun,5886509,4/30/18,5889117,Huachuca City,Bike & Car Accident,1,,,,,,,
Christy,5876522,6/27/18,5890107,Hualapai,Cars Accident,0,,,,,,,
Cletus,5883810,5/1/18,5882342,Humboldt,Cars Accident,0,,,,,,,
Colbert,5881783,6/2/18,5874054,Indian Wells,Bike & Car Accident,0,,,,,,,
Courtland,5872236,5/20/18,5888191,Iron Springs,Bike Accident,0,,,,,,,
Myles,5882246,7/5/18,5889127,Jerome,Cars Accident,0,,,,,,,
Irl,5890461,5/22/18,5868343,Joseph City,Bike & Car Accident,0,,,,,,,
Benson,5886023,6/28/18,5889565,Kaibeto,Bike Accident,0,,,,,,,
Norval,5868384,7/21/18,5879965,Kayenta,Bike Accident,0,,,,,,,
Armond,5885838,4/12/18,5882641,Keams Canyon,Bike & Car Accident,1,,,,,,,
Frazier,5887448,7/16/18,5887116,Kearny,Bike & Car Accident,1,,,,,,,
Thompson,5870896,7/12/18,5867533,Kingman,Cars Accident,0,,,,,,,
Alfredo,5872344,6/5/18,5881794,Kirkland,Cars Accident,0,,,,,,,
Grady,5889012,6/14/18,5889063,Kykotsmovi Village,Cars Accident,0,,,,,,,
Lorenz,5877853,7/11/18,5872032,Lake Havasu City,Bike Accident,0,,,,,,,
Peyton,5889658,7/11/18,5886193,Lake Montezuma,Bike Accident,0,,,,,,,
Seldon,5884171,6/1/18,5887606,Lakeside,Cars Accident,0,,,,,,,
Ethelbert,5867583,6/6/18,5882351,Laveen,Cars Accident,0,,,,,,,
Eva,5888659,5/25/18,5888519,Leupp,Bike & Car Accident,0,,,,,,,
Gilman,5886615,5/25/18,5885117,Litchfield Park,Bike & Car Accident,1,,,,,,,
Henri,5890523,7/25/18,5887285,Littlefield,Cars Accident,1,,,,,,,
Iver,5887549,5/16/18,5889579,Lukachukai,Bike & Car Accident,0,,,,,,,
Laura,5884775,7/7/18,5880385,Lukeville,Bike Accident,0,,,,,,,
Leonce,5888300,7/14/18,5878637,Lupton,Cars Accident,0,,,,,,,
Mamie,5883686,7/10/18,5868187,Mammoth,Bike & Car Accident,0,,,,,,,
Orion,5873646,7/9/18,5885666,Many Farms,Cars Accident,0,,,,,,,
Ottie,5883679,7/16/18,5889982,Marana,Cars Accident,0,,,,,,,
Rudolf,5883680,7/25/18,5888434,Marble Canyon,Bike & Car Accident,0,,,,,,,
Selmer,5874094,6/14/18,5889040,Maricopa,Bike Accident,0,,,,,,,
Shepherd,5889158,6/13/18,5882084,Mayer,Cars Accident,1,,,,,,,
Yancy,5872437,6/21/18,5883029,Mc Neal,Bike & Car Accident,1,,,,,,,
Abbie,5870176,6/4/18,5884689,Mcnary,Bike Accident,0,,,,,,,
Agnes,5884003,7/25/18,5885336,Meadview,Bike Accident,0,,,,,,,
Arnie,5870545,7/10/18,5878987,Mesa,Bike & Car Accident,0,,,,,,,
Arvin,5878460,6/29/18,5863124,Miami,Bike & Car Accident,0,,,,,,,
Blanche,5875287,5/25/18,5886528,Mohave Valley,Cars Accident,0,,,,,,,
Bliss,5885535,5/15/18,5883275,Morenci,Cars Accident,0,,,,,,,
Cassie,5875710,6/8/18,5880116,Mormon Lake,Cars Accident,0,,,,,,,
Dewey,5884172,7/9/18,5888604,Morristown,Bike Accident,0,,,,,,,
Diego,5888988,6/16/18,5876664,Mount Lemmon,Bike Accident,1,,,,,,,
Dorr,5866284,7/13/18,5882434,Munds Park,Cars Accident,1,,,,,,,
Edmon,5887853,7/25/18,5884184,Naco,Cars Accident,0,,,,,,,
Estes,5887059,5/16/18,5888215,Nazlini,Bike & Car Accident,0,,,,,,,
Gilford,5878889,6/1/18,5878525,New River,Bike & Car Accident,0,,,,,,,
Graves,5881367,5/22/18,5872473,Nogales,Cars Accident,0,,,,,,,
Hillery,5886751,7/14/18,5866221,North Rim,Bike & Car Accident,0,,,,,,,
Laurel,5886814,7/14/18,5879341,Nutrioso,Bike Accident,0,,,,,,,
Carlisle,5878342,6/12/18,5890082,Oatman,Cars Accident,0,,,,,,,
Hughie,5879447,5/7/18,5886716,Oracle,Bike & Car Accident,0,,,,,,,
Orvel,5876730,6/27/18,5880060,Overgaard,Cars Accident,1,,,,,,,
Angel,5876695,7/27/18,5871876,Page,Cars Accident,1,,,,,,,
Horton,5889965,7/12/18,5870974,Palo Verde,Bike & Car Accident,0,,,,,,,
Lena,5874405,7/26/18,5872214,Paradise Valley,Bike Accident,0,,,,,,,
Marie,5885885,6/28/18,5874740,Parker,Cars Accident,0,,,,,,,
Waymon,5887468,5/4/18,5888174,Parks,Bike & Car Accident,0,,,,,,,
Arno,5886694,7/23/18,5888352,Patagonia,Bike Accident,0,,,,,,,
Burnie,5886266,3/13/18,5886038,Paulden,Bike Accident,0,,,,,,,
Elgie,5887610,6/12/18,5885095,Payson,Bike & Car Accident,0,,,,,,,
Fannie,5889975,6/12/18,5888279,Peach Springs,Bike & Car Accident,0,,,,,,,
Felton,5881247,5/29/18,5841550,Pearce,Cars Accident,1,,,,,,,
Keith,5881030,6/22/18,5884747,Peoria,Cars Accident,1,,,,,,,
Maxie,5882733,7/20/18,5872817,Peridot,Cars Accident,0,,,,,,,
Nils,5878672,5/3/18,5887955,Petrified Forest Natl Pk,Bike Accident,0,,,,,,,
Sie,5889951,7/9/18,5871882,Phoenix,Bike Accident,0,,,,,,,
Sonny,5886415,7/10/18,5882470,Picacho,Cars Accident,0,,,,,,,
Vere,5884489,6/7/18,5879029,Pima,Cars Accident,0,,,,,,,
Virgie,5876717,4/27/18,5890257,Pine,Bike & Car Accident,0,,,,,,,
Benjman,5874138,7/1/18,5869696,Pinedale,Bike & Car Accident,0,,,,,,,
Bernardo,5879966,5/9/18,5877778,Pinetop,Cars Accident,0,,,,,,,
Casey,5886320,6/18/18,5884686,Pinon,Bike & Car Accident,1,,,,,,,
Celestino,5881680,5/2/18,5885835,Pirtleville,Bike Accident,1,,,,,,,
Cephus,5887385,7/10/18,5871514,Polacca,Cars Accident,0,,,,,,,
Della,5889735,5/4/18,5879793,Pomerene,Bike & Car Accident,0,,,,,,,
Hart,5874492,7/16/18,5870524,Poston,Cars Accident,0,,,,,,,
Hillary,5878119,7/20/18,5854024,Prescott,Cars Accident,0,,,,,,,
Hilmer,5875961,7/2/18,5879862,Prescott Valley,Bike & Car Accident,0,,,,,,,
Holland,5887469,7/14/18,5887524,Quartzsite,Bike Accident,0,,,,,,,
Jacques,5887512,4/6/18,5889374,Queen Creek,Cars Accident,0,,,,,,,
Johny,5880670,6/18/18,5888989,Red Rock,Bike & Car Accident,0,,,,,,,
Jordon,5871915,7/25/18,5870120,Red Valley,Bike Accident,1,,,,,,,
Julien,5883868,4/14/18,5882584,Rillito,Bike Accident,1,,,,,,,
Julio,5890243,5/13/18,5889717,Rimrock,Bike & Car Accident,0,,,,,,,
Kay,5887130,7/7/18,5881721,Rio Rico,Bike & Car Accident,0,,,,,,,
Le,5890148,6/13/18,5886841,Rio Verde,Cars Accident,0,,,,,,,
Leeroy,5884183,7/27/18,5890017,Rock Point,Cars Accident,0,,,,,,,
Liston,5871695,6/4/18,5885526,Roll,Cars Accident,0,,,,,,,
Lott,5889173,7/19/18,5872053,Roosevelt,Bike Accident,0,,,,,,,
Doyle,5858521,7/3/18,5885955,Round Rock,Bike Accident,0,,,,,,,
Gerard,5880712,7/16/18,5889139,Sacaton,Cars Accident,0,,,,,,,
Alfonzo,5880843,7/27/18,5854427,Safford,Cars Accident,1,,,,,,,
Carlie,5877338,6/8/18,5887476,Sahuarita,Bike & Car Accident,1,,,,,,,
Branch,5882945,7/3/18,5873548,Saint David,Bike & Car Accident,0,,,,,,,
Bush,5888717,4/12/18,5871005,Saint Johns,Cars Accident,0,,,,,,,
Elgin,5871275,7/3/18,5876179,Saint Michaels,Bike & Car Accident,0,,,,,,,
Federico,5886243,5/31/18,5884550,Salome,Bike Accident,0,,,,,,,
Franz,5886536,7/26/18,5868079,San Carlos,Cars Accident,0,,,,,,,
Governor,5879794,7/18/18,5882941,San Luis,Bike & Car Accident,0,,,,,,,
Maury,5869790,6/25/18,5881348,San Manuel,Cars Accident,0,,,,,,,
Nancy,5884721,6/7/18,5885113,San Simon,Cars Accident,0,,,,,,,
Salvatore,5872837,7/23/18,5884030,Sanders,Bike & Car Accident,1,,,,,,,
Werner,5882081,4/18/18,5884958,Sasabe,Bike Accident,1,,,,,,,
Edw,5870733,6/14/18,5879493,Scottsdale,Cars Accident,0,,,,,,,
Ernesto,5886490,4/20/18,5884628,Second Mesa,Bike & Car Accident,0,,,,,,,
Fed,5871637,7/14/18,5889716,Sedona,Bike Accident,0,,,,,,,
Foy,5887771,6/28/18,5885397,Seligman,Bike Accident,0,,,,,,,
Galen,5888735,7/25/18,5884329,Sells,Bike & Car Accident,0,,,,,,,
Genie,5884979,7/2/18,5883451,Shonto,Bike & Car Accident,0,,,,,,,
Hjalmar,5887470,7/9/18,5884962,Show Low,Cars Accident,0,,,,,,,
Lawton,5864801,7/23/18,5886056,Sierra Vista,Cars Accident,0,,,,,,,
Levin,5882036,4/23/18,5874108,Skull Valley,Cars Accident,1,,,,,,,
Lish,5889962,7/2/18,5875751,Snowflake,Bike Accident,1,,,,,,,
Pascal,5866676,7/27/18,5872615,Solomon,Bike Accident,0,,,,,,,
Posey,5873653,6/9/18,5874164,Somerton,Cars Accident,0,,,,,,,
Redmond,5885929,4/21/18,5881285,Sonoita,Cars Accident,0,,,,,,,
Rosendo,5881185,6/29/18,5889419,Springerville,Bike & Car Accident,0,,,,,,,
Talmadge,5890209,5/18/18,5888618,Stanfield,Bike & Car Accident,0,,,,,,,
Winford,5878653,7/17/18,5866816,Sun City,Cars Accident,0,,,,,,,
Abie,5888544,6/8/18,5887535,Sun City West,Bike & Car Accident,0,,,,,,,
Alta,5885086,7/21/18,5871033,Sun Valley,Bike Accident,0,,,,,,,
Alver,5887730,4/7/18,5889637,Supai,Cars Accident,1,,,,,,,
Anatole,5890297,6/3/18,5879556,Superior,Bike & Car Accident,1,,,,,,,
Bobbie,5879987,7/25/18,5884273,Surprise,Cars Accident,0,,,,,,,
Boone,5885335,5/18/18,5884684,Tacna,Bike Accident,0,,,,,,,
Buell,5866056,7/6/18,5885785,Taylor,Cars Accident,0,,,,,,,
Claiborne,5885116,7/11/18,5871711,Teec Nos Pos,Bike & Car Accident,0,,,,,,,
Loyal,5877725,6/16/18,5884194,Tempe,Bike Accident,0,,,,,,,
Eduardo,5890119,6/8/18,5886876,Temple Bar Marina,Cars Accident,0,,,,,,,
Maggie,5888303,6/29/18,5868909,Thatcher,Bike & Car Accident,0,,,,,,,
Needham,5883261,6/19/18,5884603,Tolleson,Bike Accident,0,,,,,,,
Mansfield,5879479,7/7/18,5870482,Tombstone,Bike Accident,1,,,,,,,
Ras,5889362,6/5/18,5880080,Tonalea,Bike & Car Accident,1,,,,,,,
Guilford,5867597,6/20/18,5874003,Tonopah,Bike & Car Accident,0,,,,,,,
Sing,5881444,7/18/18,5885447,Tonto Basin,Cars Accident,0,,,,,,,
Xavier,5868092,7/8/18,5887652,Topawa,Cars Accident,0,,,,,,,
Charlton,5887453,6/24/18,5875298,Topock,Cars Accident,0,,,,,,,
Eula,5884318,4/24/18,5869449,Tortilla Flat,Bike Accident,0,,,,,,,
Mckinley,5889826,5/20/18,5881853,Tsaile,Bike Accident,0,,,,,,,
Polk,5884793,5/8/18,5884720,Tuba City,Cars Accident,0,,,,,,,
Shellie,5886112,7/25/18,5876902,Tubac,Cars Accident,0,,,,,,,
Bentley,5889401,7/23/18,5885534,Tucson,Bike & Car Accident,1,,,,,,,
Claudius,5868574,7/2/18,5860158,Tumacacori,Bike & Car Accident,1,,,,,,,
Conard,5884801,7/14/18,5884256,Vail,Cars Accident,0,,,,,,,
Cornell,5890366,7/11/18,5886828,Valentine,Bike & Car Accident,0,,,,,,,
Ester,5880187,4/20/18,5876210,Valley Farms,Bike Accident,0,,,,,,,
Esther,5868367,7/19/18,5888962,Vernon,Cars Accident,0,,,,,,,
Mae,5884369,6/13/18,5874898,Waddell,Bike & Car Accident,0,,,,,,,
Mildred,5875125,7/25/18,5889107,Wellton,Cars Accident,0,,,,,,,
Neely,5888067,6/27/18,5880253,Wenden,Cars Accident,0,,,,,,,
Owens,5879835,7/9/18,5865510,White Mountain Lake,Bike & Car Accident,0,,,,,,,
Rance,5889019,1/16/17,5890029,Whiteriver,Bike Accident,1,,,,,,,
Red,5864921,6/12/18,5889524,Wickenburg,Cars Accident,1,,,,,,,
Robbie,5878500,5/18/18,5890340,Wikieup,Bike & Car Accident,0,,,,,,,
Sigurd,5889959,7/20/18,5890486,Willcox,Bike Accident,0,,,,,,,
Teddy,5874904,6/1/18,5889187,Williams,Bike Accident,0,,,,,,,
Val,5885665,7/19/18,5884615,Willow Beach,Bike & Car Accident,0,,,,,,,
Almus,5886755,6/13/18,5863868,Window Rock,Bike & Car Accident,0,,,,,,,
Sheridan,5881717,7/24/18,5888565,Winkelman,Cars Accident,0,,,,,,,
Lorin,5880133,7/21/18,5879137,Winslow,Cars Accident,0,,,,,,,
Carmine,5884381,6/26/18,5873039,Wittmann,Cars Accident,0,,,,,,,
Jonnie,5882343,7/23/18,5887815,Woodruff,Bike Accident,1,,,,,,,
Kent,5885913,7/15/18,5878277,Yarnell,Bike Accident,1,,,,,,,
Murl,5878917,5/3/18,5870203,Young,Cars Accident,0,,,,,,,
Ricardo,5882510,7/16/18,5872571,Youngtown,Cars Accident,0,,,,,,,
Wilfrid,5888386,6/29/18,5881496,Yucca,Bike & Car Accident,0,,,,,,,
Adlai,5885975,4/24/18,5890379,Yuma,Bike & Car Accident,0,,,,,,,
Buddie,5883219,5/7/18,5880624,Adona,Cars Accident,0,,,,,,,
Burk,5869145,7/24/18,5882080,Alexander,Bike & Car Accident,0,,,,,,,
Dessie,5875281,7/28/18,5882727,Alicia,Bike Accident,0,,,,,,,
Edison,5872500,7/10/18,5882876,Alix,Cars Accident,0,,,,,,,
Gifford,5889815,4/11/18,5882362,Alleene,Bike & Car Accident,1,,,,,,,
Goldie,5889415,7/5/18,5878533,Alma,Cars Accident,1,,,,,,,
Hurbert,5885077,5/17/18,5880151,Almyra,Cars Accident,0,,,,,,,
Iverson,5887463,5/2/18,5882189,Alpena,Bike & Car Accident,0,,,,,,,
Job,5886938,5/14/18,5885001,Alpine,Bike Accident,0,,,,,,,
Leamon,5868242,7/24/18,5887631,Altheimer,Cars Accident,0,,,,,,,
Olive,5888458,7/11/18,5889924,Altus,Bike & Car Accident,0,,,,,,,
Powell,5881211,7/17/18,5887837,Amagon,Bike Accident,0,,,,,,,
Rexford,5889863,7/2/18,5885856,Amity,Bike Accident,0,,,,,,,
Roma,5884012,6/29/18,5883856,Antoine,Bike & Car Accident,0,,,,,,,
Romie,5886378,7/8/18,5857425,Arkadelphia,Bike & Car Accident,1,,,,,,,
Vick,5758825,6/26/18,5885453,Arkansas City,Cars Accident,1,,,,,,,
Waldemar,5880909,6/4/18,5881183,Armorel,Cars Accident,0,,,,,,,
Zebulon,5875086,7/20/18,5882842,Ash Flat,Cars Accident,0,,,,,,,
Alferd,5888725,6/5/18,5883179,Ashdown,Bike Accident,0,,,,,,,
Algot,5878322,6/15/18,5882370,Atkins,Bike Accident,0,,,,,,,
Alphons,5888595,6/25/18,5865433,Aubrey,Cars Accident,0,,,,,,,
Audley,5881153,7/9/18,5889129,Augusta,Cars Accident,0,,,,,,,
Barnard,5889522,7/15/18,5866779,Austin,Bike & Car Accident,0,,,,,,,
Berkley,5888994,6/30/18,5884557,Avoca,Bike & Car Accident,0,,,,,,,
Bethel,5883570,7/18/18,5879218,Bald Knob,Cars Accident,1,,,,,,,
Caroline,5889271,7/17/18,5882722,Banks,Bike & Car Accident,1,,,,,,,
Corbett,5887559,6/27/18,5884133,Barling,Bike Accident,0,,,,,,,
Ruth,5871386,7/22/18,5881188,Barton,Cars Accident,0,,,,,,,
Fidel,5887798,5/23/18,5889405,Bassett,Bike & Car Accident,0,,,,,,,
Guillermo,5884520,6/13/18,5888923,Batesville,Cars Accident,0,,,,,,,
Murry,5868900,7/19/18,5888210,Bauxite,Cars Accident,0,,,,,,,
Reubin,5872242,6/5/18,5889170,Bay,Bike & Car Accident,0,,,,,,,
Rocco,5889440,5/1/18,5889739,Bearden,Bike Accident,0,,,,,,,
Samson,5890500,6/7/18,5884642,Beaver,Cars Accident,0,,,,,,,
Westley,5886636,4/11/18,5886561,Bee Branch,Bike & Car Accident,1,,,,,,,
Alba,5865822,7/20/18,5889572,Beebe,Bike Accident,1,,,,,,,
Irene,5885513,6/10/18,5881543,Beech Grove,Bike Accident,0,,,,,,,
Murdock,5874770,7/24/18,5887434,Beedeville,Bike & Car Accident,0,,,,,,,
Nolen,5870730,3/15/18,5883279,Beirne,Bike & Car Accident,0,,,,,,,
Royce,5873732,7/24/18,5868405,Bella Vista,Cars Accident,0,,,,,,,
Ruel,5889463,7/14/18,5871814,Belleville,Cars Accident,0,,,,,,,
Willaim,5886749,5/13/18,5885471,Ben Lomond,Cars Accident,0,,,,,,,
Beryl,5888157,5/23/18,5866324,Benton,Bike Accident,0,,,,,,,
Beulah,5884936,5/16/18,5888295,Bentonville,Bike Accident,0,,,,,,,
Burleigh,5884469,4/25/18,5877627,Bergman,Cars Accident,1,,,,,,,
Carrol,5885991,5/10/18,5883993,Berryville,Cars Accident,1,,,,,,,
Con,5883636,7/20/18,5888070,Bexar,Bike & Car Accident,0,,,,,,,
Dillon,5878659,6/11/18,5890364,Big Flat,Bike & Car Accident,0,,,,,,,
Ebert,5888755,5/23/18,5873284,Bigelow,Cars Accident,0,,,,,,,
Encarnacion,5879082,5/1/18,5880800,Biggers,Bike & Car Accident,0,,,,,,,
Cedric,5881534,7/27/18,5885925,Biscoe,Bike Accident,0,,,,,,,
Estel,5883436,7/23/18,5888104,Bismarck,Cars Accident,0,,,,,,,
Mayo,5886330,6/26/18,5884943,Black Oak,Bike & Car Accident,0,,,,,,,
Shelley,5887596,7/9/18,5886286,Black Rock,Cars Accident,0,,,,,,,
Thorwald,5884654,6/6/18,5886489,Blevins,Bike & Car Accident,1,,,,,,,
Durward,5888369,7/12/18,5865084,Blue Mountain,Cars Accident,1,,,,,,,
Luster,5888029,5/22/18,5886339,Bluff City,Bike & Car Accident,0,,,,,,,
Arnett,5884018,7/3/18,5887423,Bluffton,Bike Accident,0,,,,,,,
Aubra,5889118,7/2/18,5877017,Blytheville,Cars Accident,0,,,,,,,
Avon,5876007,7/8/18,5869286,Board Camp,Bike & Car Accident,0,,,,,,,
Bolden,5881039,7/27/18,5887765,Boles,Bike Accident,0,,,,,,,
Dannie,5888647,7/24/18,5888561,Bonnerdale,Bike Accident,0,,,,,,,
Elex,5879163,6/28/18,5865658,Bono,Bike & Car Accident,0,,,,,,,
Ferris,5870552,7/15/18,5878560,Booneville,Bike & Car Accident,0,,,,,,,
Jeffie,5879755,6/8/18,5882492,Bradford,Cars Accident,1,,,,,,,
Lexie,5865767,6/6/18,5885728,Bradley,Cars Accident,1,,,,,,,
Link,5888836,5/28/18,5884009,Branch,Cars Accident,0,,,,,,,
Moises,5880304,7/13/18,5882601,Brickeys,Bike Accident,0,,,,,,,
Myer,5889714,6/29/18,5883136,Briggsville,Bike Accident,0,,,,,,,
Carlyle,5859031,5/30/18,5878867,Brinkley,Cars Accident,0,,,,,,,
Arvel,5889457,6/2/18,5878810,Brockwell,Cars Accident,0,,,,,,,
Erby,5887475,7/21/18,5872824,Brookland,Bike & Car Accident,0,,,,,,,
Floy,5873685,6/16/18,5884274,Bryant,Bike & Car Accident,0,,,,,,,
Hughey,5876011,7/10/18,5885649,Buckner,Cars Accident,0,,,,,,,
Ovid,5874629,7/19/18,5861961,Bull Shoals,Bike & Car Accident,1,,,,,,,
Alston,5869201,4/19/18,5877604,Burdette,Bike Accident,1,,,,,,,
Audrey,5873210,5/1/18,5872271,Cabot,Cars Accident,0,,,,,,,
Buddy,5888732,6/1/18,5883824,Caddo Gap,Bike & Car Accident,0,,,,,,,
Clemmie,5880540,5/10/18,5887271,Caldwell,Cars Accident,0,,,,,,,
Clemon,5875999,7/17/18,5877670,Cale,Cars Accident,0,,,,,,,
Dorothy,5870621,7/6/18,5886997,Calico Rock,Bike & Car Accident,0,,,,,,,
Einar,5890308,6/22/18,5886628,Calion,Bike Accident,0,,,,,,,
Gurney,5889436,4/16/18,5887804,Camden,Cars Accident,0,,,,,,,
Hebert,5883771,7/23/18,5880966,Camp,Bike & Car Accident,0,,,,,,,
Hezzie,5886301,6/30/18,5889917,Canehill,Bike Accident,1,,,,,,,
Kurt,5879209,6/20/18,5889340,Caraway,Bike Accident,1,,,,,,,
Lois,5887070,5/31/18,5883965,Carlisle,Bike & Car Accident,0,,,,,,,
Lula,5875934,6/9/18,5889853,Carthage,Bike & Car Accident,0,,,,,,,
Mearl,5885169,7/27/18,5885758,Casa,Cars Accident,0,,,,,,,
Oddie,5885012,6/1/18,5884397,Cash,Cars Accident,0,,,,,,,
Ramsey,5885987,6/29/18,5885601,Casscoe,Cars Accident,0,,,,,,,
Vinton,5890376,7/18/18,5882457,Cave City,Bike Accident,0,,,,,,,
Zed,5889652,5/22/18,5882597,Cave Springs,Bike Accident,0,,,,,,,
Audy,5884180,7/24/18,5877955,Cecil,Cars Accident,0,,,,,,,
Barnie,5887591,5/25/18,5871522,Cedarville,Cars Accident,1,,,,,,,
Donat,5879879,7/18/18,5890037,Center Ridge,Bike & Car Accident,1,,,,,,,
Emmons,5879226,5/17/18,5881883,Centerton,Bike & Car Accident,0,,,,,,,
Erich,5877039,7/9/18,5862371,Centerville,Cars Accident,0,,,,,,,
Esley,5887339,7/23/18,5890226,Charleston,Bike & Car Accident,0,,,,,,,
Eston,5884581,7/13/18,5878060,Charlotte,Bike Accident,0,,,,,,,
Roosevelt,5877498,5/10/18,5881781,Cherokee Village,Cars Accident,0,,,,,,,
Hartley,5878453,7/13/18,5881703,Cherry Valley,Bike & Car Accident,0,,,,,,,
Jennings,5889025,6/29/18,5881905,Chester,Cars Accident,0,,,,,,,
Hobert,5881743,6/28/18,5885893,Chidester,Bike & Car Accident,0,,,,,,,
Montie,5886442,6/29/18,5873981,Choctaw,Cars Accident,1,,,,,,,
Rae,5888466,7/11/18,5881981,Clarendon,Bike & Car Accident,1,,,,,,,
Arvil,5867856,7/26/18,5888959,Clarkedale,Bike Accident,0,,,,,,,
Casimer,5870559,6/19/18,5747109,Clarkridge,Cars Accident,0,,,,,,,
Elwyn,5878338,7/10/18,5881448,Clarksville,Bike & Car Accident,0,,,,,,,
Evander,5873114,7/20/18,5870485,Cleveland,Cars Accident,0,,,,,,,
Gaither,5888123,5/1/18,5875129,Clinton,Cars Accident,0,,,,,,,
Grafton,5885726,6/15/18,5877983,Coal Hill,Bike & Car Accident,0,,,,,,,
Guthrie,5882921,7/17/18,5858230,College Station,Bike Accident,0,,,,,,,
Jettie,5867127,6/22/18,5881773,Colt,Cars Accident,0,,,,,,,
Lannie,5889344,7/20/18,5879637,Columbus,Bike & Car Accident,1,,,,,,,
Lea,5884627,7/25/18,5886273,Combs,Bike Accident,1,,,,,,,
Moe,5882540,6/23/18,5887466,Compton,Bike Accident,0,,,,,,,
Nestor,5878052,7/19/18,5880228,Concord,Bike & Car Accident,0,,,,,,,
Ovila,5880183,5/15/18,5887487,Conway,Bike & Car Accident,0,,,,,,,
Reynold,5890384,5/15/18,5884578,Cord,Cars Accident,0,,,,,,,
Reynolds,5878190,6/2/18,5884130,Corning,Cars Accident,0,,,,,,,
Susie,5884576,6/6/18,5889491,Cotter,Cars Accident,0,,,,,,,
TRUE,5888308,7/6/18,5877709,Cotton Plant,Bike Accident,0,,,,,,,
Alwin,5875947,6/6/18,5889160,Cove,Bike Accident,0,,,,,,,
Casimir,5889592,5/29/18,5887544,Coy,Cars Accident,1,,,,,,,
Vergil,5876723,6/20/18,5886478,Crawfordsville,Cars Accident,1,,,,,,,
Hazen,5888258,7/6/18,5881541,Crocketts Bluff,Bike & Car Accident,0,,,,,,,
Sigmund,5874873,7/23/18,5875746,Crossett,Bike & Car Accident,0,,,,,,,
Saint,5886078,7/20/18,5889435,Crumrod,Cars Accident,0,,,,,,,
Silver,5889347,7/25/18,5886830,Curtis,Cars Accident,0,,,,,,,
Eugenio,5887352,7/9/18,5890432,Cushman,Bike & Car Accident,0,,,,,,,
Lisle,5873053,7/13/18,5874328,Damascus,Bike Accident,0,,,,,,,
Milburn,5887210,6/28/18,5876486,Danville,Cars Accident,0,,,,,,,
Carmen,5884494,7/23/18,5884073,Dardanelle,Bike & Car Accident,0,,,,,,,
Orris,5884160,7/18/18,5873413,Datto,Bike Accident,1,,,,,,,
Rayford,5884580,7/22/18,5887993,De Queen,Bike Accident,1,,,,,,,
Raymon,5886880,5/18/18,5889057,De Valls Bluff,Bike & Car Accident,0,,,,,,,
Virgel,5890005,7/19/18,5880362,De Witt,Bike & Car Accident,0,,,,,,,
Aloys,5882149,7/6/18,5872190,Decatur,Cars Accident,0,,,,,,,
Cam,5886678,7/12/18,5888958,Deer,Cars Accident,0,,,,,,,
Hale,5888829,7/8/18,5876014,Delaplaine,Cars Accident,0,,,,,,,
Nile,5870692,7/11/18,5883087,Delaware,Bike Accident,0,,,,,,,
Offie,5881639,7/16/18,5860857,Delight,Bike Accident,0,,,,,,,
Opal,5887901,6/9/18,5883084,Dell,Cars Accident,0,,,,,,,
